,customer_id,name,age,gender,income_level,family_size,distance_to_shop(km),lifestyle,food_preferences,interest,martial_status,vehicle,email,phone
1513,1514,William Holland,31,female,high,4,0.39,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,agray@example.com,(724)448-2577
1514,1515,Shelly Scott,15,male,low,2,0.35,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,stevenwerner@example.net,319.940.0340x60690
1515,1516,Matthew Martinez,17,male,high,7,2.19,sedentary,non-vegetarian,socializing,unmarried,has_vehicle,amber68@example.net,(867)433-0886x8574
1516,1517,Charles Stewart,43,female,high,2,0.39,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,boydjoe@example.com,001-542-655-9484
1517,1518,Jacob Allen,26,male,medium,0,4.18,sedentary,vegan,health_and_nutrition,married,has_vehicle,harveytaylor@example.net,(423)417-5957x40328
1518,1519,David Farley,16,female,medium,3,8.86,sedentary,vegetarian,foodies,unmarried,has_vehicle,bduncan@example.com,+1-965-750-3801x64495
1519,1520,Ashley Lopez,23,female,high,4,0.1,active,vegetarian,foodies,unmarried,has_vehicle,parkerchristina@example.org,(628)358-3092x6276
1520,1521,Tracey Scott,19,male,medium,0,1.19,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,haydenjoanne@example.com,646.407.1402
1521,1522,Brianna Chaney,21,female,medium,5,1.12,active,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,savannah18@example.com,520-380-5811
1522,1523,Christopher Morris,15,male,high,4,0.32,health_conscious,vegan,foodies,unmarried,does_not_have_vehicle,tfox@example.com,4582237759
1523,1524,James Jackson,17,female,low,4,0.41,sedentary,non-vegetarian,socializing,married,has_vehicle,copelandjohn@example.com,+1-480-254-2224x0095
1524,1525,Anthony Rodriguez,23,female,low,5,1.76,active,vegetarian,celebratory_cakes,married,has_vehicle,aphillips@example.net,206.974.8191x7331
1525,1526,Brittany Johnson,34,male,medium,4,0.19,sedentary,vegetarian,socializing,unmarried,has_vehicle,gonzalezlinda@example.com,+1-856-978-6776x59119
1526,1527,Christopher King,54,female,medium,3,1.37,sedentary,non-vegetarian,gourmet_and_baking_enthusiast,married,has_vehicle,hesparza@example.org,001-222-756-3835x40478
1527,1528,Jerry Burns,33,female,medium,3,4.54,active,vegetarian,socializing,unmarried,has_vehicle,arnoldjames@example.org,396.296.5362
1528,1529,Connie Johnson,16,female,medium,5,3.82,sedentary,vegetarian,foodies,unmarried,does_not_have_vehicle,adam84@example.net,466-659-5094x544
1529,1530,Paula Hawkins,41,female,low,5,3.72,health_conscious,vegetarian,socializing,unmarried,does_not_have_vehicle,npalmer@example.net,223.847.1864x67060
1530,1531,Caitlin Sanchez,16,female,high,7,0.49,sedentary,vegetarian,foodies,married,has_vehicle,davidweeks@example.net,+1-510-895-0483x03997
1531,1532,Brian Drake,36,female,medium,7,0.33,active,non-vegetarian,celebratory_cakes,married,has_vehicle,rfarmer@example.net,578-409-2559x6199
1532,1533,Shaun Bell,26,male,high,1,0.12,active,vegetarian,foodies,unmarried,has_vehicle,jennifer17@example.org,7218080920
1533,1534,Jack Shah,27,female,low,3,1.31,health_conscious,vegetarian,health_and_nutrition,unmarried,has_vehicle,jenniferfowler@example.net,231.561.5579
1534,1535,Russell Cook,42,male,low,1,2.68,active,non-vegetarian,socializing,unmarried,has_vehicle,upearson@example.org,522.431.4590
1535,1536,Joseph Martin,24,female,low,2,8.08,active,vegetarian,health_and_nutrition,unmarried,has_vehicle,lindsay38@example.net,001-456-474-3232x9062
1536,1537,Jessica Caldwell,19,female,medium,5,1.34,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,jenniferjordan@example.org,270.626.9805
1537,1538,Teresa Singh,16,female,medium,2,2.67,active,non-vegetarian,foodies,unmarried,has_vehicle,larsenjames@example.com,392.901.2153x7805
1538,1539,Eric Lopez,22,male,low,6,1.52,sedentary,non-vegetarian,socializing,unmarried,has_vehicle,brookeyoung@example.com,951.650.4992x344
1539,1540,Jordan Kemp,18,male,high,4,0.07,active,non-vegetarian,celebratory_cakes,married,does_not_have_vehicle,mcneiladam@example.com,(741)790-1839
1540,1541,Logan Jones,27,male,medium,4,2.55,active,vegetarian,health_and_nutrition,married,has_vehicle,angela68@example.com,001-766-761-7853x2339
1541,1542,Richard Santiago,25,female,low,4,2.65,active,vegetarian,socializing,unmarried,has_vehicle,gregg48@example.com,563.945.8280x292
1542,1543,Christopher Holt,24,female,medium,1,8.03,sedentary,non-vegetarian,foodies,unmarried,does_not_have_vehicle,umendez@example.net,+1-980-405-1019x07893
1543,1544,Laurie Calderon,49,female,medium,5,3.24,active,vegetarian,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,kennethgomez@example.net,+1-833-349-3724x09843
1544,1545,Victoria Wood,28,male,low,3,0.76,health_conscious,vegetarian,socializing,married,has_vehicle,bautistadenise@example.net,753-269-5414x41844
1545,1546,Andrew Johnson,40,male,low,4,0.02,sedentary,non-vegetarian,celebratory_cakes,married,does_not_have_vehicle,johnsontanya@example.org,(872)260-2581x2708
1546,1547,Austin Zimmerman,11,female,low,7,0.62,sedentary,vegetarian,socializing,unmarried,does_not_have_vehicle,barnettlaura@example.net,+1-439-957-4789x5896
1547,1548,Deanna Morris,28,male,medium,7,5.09,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,brownvirginia@example.com,001-340-878-9906x63205
1548,1549,Justin Harris,27,female,medium,5,1.99,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,stephaniereyes@example.net,+1-679-605-1671x82078
1549,1550,Alexis Harris,29,male,low,5,1.67,sedentary,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,ygonzalez@example.net,+1-577-643-5936x04914
1550,1551,James Cain,16,male,low,1,1.27,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,steven55@example.com,(554)477-5751x618
1551,1552,Alicia Sanders,34,female,medium,4,1.46,active,vegetarian,health_and_nutrition,unmarried,has_vehicle,jared01@example.org,8998491413
1552,1553,Nancy Lee,74,male,medium,3,0.58,active,vegetarian,socializing,unmarried,does_not_have_vehicle,bowmanjohn@example.org,263-652-6394x430
1553,1554,Felicia Robles,15,female,medium,6,7.16,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,plewis@example.com,001-340-362-7345x858
1554,1555,Kelly Montgomery,30,male,low,3,0.69,active,non-vegetarian,foodies,married,has_vehicle,chambersrobert@example.org,517.916.7578x10907
1555,1556,Jacqueline Cox,18,female,medium,6,0.89,active,non-vegetarian,foodies,unmarried,has_vehicle,rjohnson@example.net,+1-644-812-8566x1874
1556,1557,Luis Myers,40,male,medium,1,2.57,sedentary,vegan,celebratory_cakes,married,has_vehicle,qcox@example.net,6008466409
1557,1558,Ashlee Perez,21,other,low,8,4.77,active,vegetarian,celebratory_cakes,married,has_vehicle,herrerafrancis@example.net,001-765-919-8094x109
1558,1559,Justin Peters MD,33,male,medium,7,1.43,active,non-vegetarian,socializing,unmarried,does_not_have_vehicle,tiffanymcmahon@example.net,(767)434-9176x1297
1559,1560,Andrea Savage,12,male,medium,8,5.7,sedentary,vegetarian,foodies,married,does_not_have_vehicle,fparker@example.org,370.705.4927x386
1560,1561,Richard Stanley,67,male,high,4,1.1,active,non-vegetarian,gourmet_and_baking_enthusiast,married,has_vehicle,adamhiggins@example.org,001-456-327-2593x2762
1561,1562,Michael Harmon,22,female,medium,3,3.01,health_conscious,non-vegetarian,socializing,unmarried,has_vehicle,williamsdeborah@example.org,7032821352
1562,1563,Kathryn Griffin,27,male,medium,6,0.96,sedentary,vegan,socializing,unmarried,has_vehicle,brownthomas@example.com,+1-573-335-6974
1563,1564,Jennifer Manning,23,female,low,3,2.6,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,rgraham@example.org,+1-292-654-4371x505
1564,1565,Ronald Campbell,27,female,low,5,0.27,health_conscious,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,hking@example.com,(534)597-8329
1565,1566,Heather Little,23,male,medium,3,0.06,active,vegetarian,foodies,married,has_vehicle,gardnerbenjamin@example.net,241.594.0567x2093
1566,1567,Michelle Collins,32,female,medium,5,5.58,active,non-vegetarian,foodies,married,does_not_have_vehicle,reynoldsjudith@example.net,402-679-1951x2585
1567,1568,Ashley Reed,21,female,high,7,1.86,active,vegan,celebratory_cakes,unmarried,has_vehicle,bradfordroger@example.org,873.595.4465x1499
1568,1569,Matthew Swanson,13,male,medium,5,11.51,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,ashleywilliams@example.net,(952)694-8652
1569,1570,Jasmine Brady,33,male,high,5,2.05,sedentary,vegan,health_and_nutrition,unmarried,has_vehicle,blankenshipcatherine@example.org,+1-559-273-8335x57873
1570,1571,Michael Davidson,26,male,medium,8,1.97,sedentary,vegetarian,health_and_nutrition,married,does_not_have_vehicle,twilliams@example.net,2659589329
1571,1572,Rebecca Barrett,19,male,medium,3,1.48,active,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,kimberlyacosta@example.org,372.943.1492x78089
1572,1573,Lauren Graham,23,male,medium,3,1.58,active,vegetarian,celebratory_cakes,married,has_vehicle,bwatson@example.net,359-722-5828
1573,1574,Jennifer Harris,28,male,high,5,1.06,active,vegan,health_and_nutrition,unmarried,does_not_have_vehicle,christinaharrell@example.com,(837)487-4742x0781
1574,1575,Dr. Eric Harper,19,female,high,6,0.26,active,gluten-free,celebratory_cakes,unmarried,has_vehicle,tammy27@example.org,308.699.9077
1575,1576,Mr. Philip Jackson,39,female,medium,2,0.46,active,non-vegetarian,socializing,unmarried,does_not_have_vehicle,jerry90@example.net,001-331-740-2159
1576,1577,Michael Martinez,12,female,medium,1,0.85,sedentary,non-vegetarian,health_and_nutrition,unmarried,does_not_have_vehicle,krivera@example.net,+1-369-660-1342x303
1577,1578,Kathleen Clark,20,female,medium,2,2.44,active,vegan,celebratory_cakes,unmarried,does_not_have_vehicle,sarahorton@example.org,461.560.2958x257
1578,1579,Eric Washington,46,female,medium,7,0.59,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,ldavis@example.org,001-224-754-5457x5377
1579,1580,Brandon Rogers,12,male,medium,4,0.69,sedentary,vegetarian,foodies,unmarried,does_not_have_vehicle,evansdaryl@example.com,222.347.5340x670
1580,1581,Adam Warren,17,male,medium,3,0.25,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,xfrank@example.com,001-605-395-9554x09964
1581,1582,Patrick Fields,24,male,medium,0,1.17,active,vegetarian,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,ryansean@example.org,995-981-6769
1582,1583,Vickie Gay,37,female,low,3,1.87,sedentary,vegetarian,gourmet_and_baking_enthusiast,married,has_vehicle,zstone@example.com,(500)831-7782
1583,1584,Stanley Hernandez,51,female,medium,4,0.47,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,martinezsteven@example.org,417.373.2451x0321
1584,1585,Lisa House,26,female,medium,2,4.46,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,johnholland@example.org,001-310-698-2942
1585,1586,Jack Nelson,37,male,medium,6,5.78,active,non-vegetarian,foodies,unmarried,has_vehicle,bakerjulie@example.org,4719755056
1586,1587,Maria Deleon,11,male,low,2,1.58,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,shanephillips@example.net,001-269-612-3359x4735
1587,1588,Gregory Edwards,23,female,high,5,0.59,active,non-vegetarian,foodies,married,has_vehicle,carolwilliams@example.com,+1-770-710-7276
1588,1589,Lauren Schneider,21,male,high,5,0.99,active,non-vegetarian,socializing,married,has_vehicle,carmenbarr@example.org,001-527-821-3416
1589,1590,Angela Simpson,25,female,low,3,3.43,active,vegetarian,celebratory_cakes,married,has_vehicle,sosabobby@example.org,(992)326-7916
1590,1591,Frank Miller,21,male,medium,5,0.59,active,vegetarian,gourmet_and_baking_enthusiast,married,has_vehicle,nicolethomas@example.com,329-296-0051x07602
1591,1592,John Khan,28,female,high,3,1.22,health_conscious,vegetarian,celebratory_cakes,married,has_vehicle,donnaeaton@example.com,594-516-6372x46786
1592,1593,Amber Jackson,14,male,low,7,3.81,health_conscious,vegetarian,health_and_nutrition,married,has_vehicle,abigaileaton@example.org,(654)791-9948x7617
1593,1594,Jessica Melton,32,female,medium,3,0.38,health_conscious,vegetarian,celebratory_cakes,unmarried,has_vehicle,manderson@example.net,934-415-5205
1594,1595,Walter Morales,21,female,low,2,0.22,active,vegan,celebratory_cakes,unmarried,has_vehicle,kelleykelly@example.com,821.800.3517
1595,1596,Molly Brown,19,female,medium,2,3.28,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,lewisjesse@example.org,904.640.6531x5984
1596,1597,Nathaniel Bolton,31,other,medium,4,1.32,active,non-vegetarian,foodies,married,has_vehicle,phamjill@example.com,343-877-3919
1597,1598,Seth Williams,19,other,medium,6,0.35,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,brian40@example.org,001-608-916-5801x3471
1598,1599,Megan Murphy,26,male,low,5,1.56,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,jjensen@example.net,966-268-4946x30043
1599,1600,Brian Evans,55,male,high,2,1.91,active,vegan,socializing,unmarried,has_vehicle,ychristian@example.com,758-787-3381x08099
1600,1601,Holly Murillo,37,male,medium,5,3.99,active,vegan,celebratory_cakes,unmarried,has_vehicle,deborah96@example.com,001-885-725-5425x505
1601,1602,David Nguyen,26,female,medium,7,1.53,active,gluten-free,celebratory_cakes,unmarried,has_vehicle,suzannehayes@example.net,602.349.2873x12573
1602,1603,John Wells,24,male,high,6,0.67,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,jennifercooley@example.net,(480)949-0851x37843
1603,1604,Gary Smith,58,male,low,6,0.64,sedentary,non-vegetarian,foodies,married,does_not_have_vehicle,brookssarah@example.net,(774)371-2912x392
1604,1605,Tricia Garcia,38,female,medium,5,0.35,health_conscious,vegetarian,celebratory_cakes,unmarried,has_vehicle,edward39@example.net,+1-603-569-2778
1605,1606,Alejandro Mccormick,13,female,high,2,2.07,health_conscious,vegetarian,foodies,married,has_vehicle,anthonymaria@example.org,(840)666-9924x7723
1606,1607,Mary Miller,25,male,medium,7,1.66,health_conscious,vegetarian,socializing,unmarried,has_vehicle,fhess@example.org,001-748-881-1790x7377
1607,1608,Christina Barnes,31,female,low,6,1.69,active,vegetarian,foodies,unmarried,has_vehicle,rachelharris@example.net,(982)446-1044
1608,1609,Autumn Fisher MD,33,male,medium,2,0.19,sedentary,vegetarian,socializing,unmarried,has_vehicle,michael29@example.net,478-543-9178x387
1609,1610,Daniel Thomas,22,male,high,4,2.02,sedentary,vegan,celebratory_cakes,unmarried,has_vehicle,nicholasowen@example.com,755.235.1637x15283
1610,1611,Brittany Esparza,34,female,high,2,1.67,sedentary,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,clarkconnie@example.org,2325079635
1611,1612,Caleb Thomas,26,female,medium,3,0.49,health_conscious,non-vegetarian,socializing,unmarried,has_vehicle,robertastephens@example.net,449.513.2183x2849
1612,1613,Nathan Gonzales,32,female,medium,7,1.22,sedentary,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,aaronrodriguez@example.net,654.746.1298
1613,1614,Andrew Washington,12,female,medium,6,0.22,active,vegan,celebratory_cakes,unmarried,does_not_have_vehicle,michael22@example.org,929.520.6312x177
1614,1615,Karina Mooney,13,male,medium,7,1.42,active,non-vegetarian,socializing,married,has_vehicle,fwhite@example.net,+1-968-388-5235x60982
1615,1616,Joseph Lee,36,other,medium,7,0.76,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,steven04@example.net,887-504-5178
1616,1617,Robert Johns,42,male,low,2,2.77,active,vegetarian,socializing,unmarried,has_vehicle,michael72@example.com,001-627-755-2579x5055
1617,1618,Brandy Rogers,12,female,medium,2,3.36,active,vegan,celebratory_cakes,unmarried,has_vehicle,rharper@example.org,(563)504-6661
1618,1619,Lisa Nelson,42,male,high,6,0.94,active,non-vegetarian,celebratory_cakes,married,has_vehicle,rtaylor@example.com,5014903015
1619,1620,Kevin Sellers,18,male,medium,5,1.36,active,vegetarian,gourmet_and_baking_enthusiast,married,does_not_have_vehicle,williamsjustin@example.com,(638)972-7941x8381
1620,1621,Lisa Green,45,female,high,3,0.79,active,vegan,celebratory_cakes,unmarried,has_vehicle,parkernicole@example.net,001-967-701-9020
1621,1622,Jeremy Scott,28,male,low,3,4.5,active,non-vegetarian,foodies,unmarried,has_vehicle,susan74@example.org,996.218.9505
1622,1623,Tyler Stokes,16,female,medium,2,0.34,active,vegetarian,celebratory_cakes,married,does_not_have_vehicle,scottnatalie@example.net,611-719-0570x9021
1623,1624,Michele Watson,14,male,high,7,0.18,active,non-vegetarian,celebratory_cakes,married,has_vehicle,csosa@example.net,001-268-299-1951x25674
1624,1625,Elizabeth Jones,22,male,medium,3,1.05,active,non-vegetarian,socializing,married,has_vehicle,pcox@example.com,001-242-887-7074x71956
1625,1626,Michelle Carter,21,male,medium,7,0.13,active,non-vegetarian,foodies,unmarried,has_vehicle,ihopkins@example.net,(927)996-4272x8942
1626,1627,Valerie Mack,19,male,high,2,1.45,sedentary,vegan,celebratory_cakes,unmarried,has_vehicle,woodjason@example.net,+1-417-207-1578x94961
1627,1628,Brandon Greene,32,male,medium,5,1.24,active,vegetarian,health_and_nutrition,married,has_vehicle,johnsonjoanna@example.org,(405)812-7463
1628,1629,Emily Hoffman,25,female,low,3,2.21,active,vegan,celebratory_cakes,married,has_vehicle,gregg66@example.com,001-767-603-5675
1629,1630,Heather Rangel,39,female,medium,6,0.75,active,non-vegetarian,foodies,unmarried,has_vehicle,dchavez@example.org,318-952-6472x42729
1630,1631,Christopher Harris,17,female,medium,5,1.96,sedentary,non-vegetarian,socializing,married,has_vehicle,debbienavarro@example.com,287-273-0038x4232
1631,1632,Nicole Jones,16,female,high,5,0.27,sedentary,non-vegetarian,foodies,married,has_vehicle,dhampton@example.com,7089404832
1632,1633,Melanie Brown,38,other,low,6,0.24,active,vegan,foodies,unmarried,has_vehicle,vbush@example.org,940-363-1395
1633,1634,Deborah Norton,20,male,medium,2,0.35,active,gluten-free,celebratory_cakes,married,does_not_have_vehicle,kchavez@example.com,001-562-264-3398x1065
1634,1635,Mercedes Giles,18,female,medium,6,0.58,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,lindsey63@example.com,(649)931-4180x8248
1635,1636,Anthony Burke,45,female,high,8,5.1,active,vegan,gourmet_and_baking_enthusiast,unmarried,has_vehicle,steventate@example.com,(916)717-0010
1636,1637,Samantha Chandler,46,male,high,4,3.25,active,vegan,foodies,unmarried,has_vehicle,juliesmith@example.com,001-906-431-6391x83771
1637,1638,Heather Browning,49,female,medium,2,1.55,sedentary,vegan,socializing,unmarried,has_vehicle,johnsonandrew@example.com,809.713.0882
1638,1639,Brett Mclaughlin,28,female,medium,5,2.42,active,vegetarian,socializing,unmarried,has_vehicle,hernandezkelli@example.net,+1-694-858-2322x730
1639,1640,Chris Fisher,22,female,medium,5,1.3,active,non-vegetarian,celebratory_cakes,married,has_vehicle,wjones@example.org,404.593.5180x76954
1640,1641,Adriana Anthony,30,female,low,2,1.02,health_conscious,vegan,celebratory_cakes,unmarried,has_vehicle,amanda41@example.com,949-321-0152x789
1641,1642,Megan Snyder,45,female,low,5,1.64,health_conscious,vegan,gourmet_and_baking_enthusiast,unmarried,has_vehicle,austincarrillo@example.org,716.221.7676x887
1642,1643,Vicki Hall,15,male,low,2,5.67,health_conscious,non-vegetarian,foodies,married,has_vehicle,jennifertaylor@example.com,473.574.4539x394
1643,1644,Lori Snyder,29,other,high,3,3.55,sedentary,vegetarian,health_and_nutrition,unmarried,has_vehicle,marcusdavis@example.net,325-240-6425x99889
1644,1645,Kevin Rowland,34,male,medium,3,0.06,active,vegetarian,celebratory_cakes,married,does_not_have_vehicle,wward@example.com,(429)395-7154
1645,1646,Kathleen Dodson,35,female,low,4,3.24,active,vegetarian,health_and_nutrition,married,does_not_have_vehicle,jeremy69@example.com,749.807.1428x313
1646,1647,Rachel Hall,21,female,low,10,0.49,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,ucameron@example.net,664.878.3530
1647,1648,Jessica Bond,29,male,low,5,2.56,health_conscious,non-vegetarian,health_and_nutrition,married,has_vehicle,reynoldscarmen@example.org,001-842-679-7939x37249
1648,1649,Jessica Shelton,12,female,medium,1,4.72,active,non-vegetarian,celebratory_cakes,married,has_vehicle,william19@example.net,001-267-514-1155x94087
1649,1650,Michael Kelly,21,male,medium,6,0.74,sedentary,non-vegetarian,celebratory_cakes,married,has_vehicle,leahmccarthy@example.com,+1-957-231-2654x448
1650,1651,Scott Norton,30,male,medium,4,0.06,health_conscious,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,christopherharris@example.net,+1-434-617-7822x38606
1651,1652,David Garcia,41,female,medium,3,0.7,health_conscious,vegetarian,socializing,unmarried,has_vehicle,robertchambers@example.com,974-359-6503x21655
1652,1653,Patricia Adams,11,female,high,3,1.86,active,gluten-free,foodies,unmarried,does_not_have_vehicle,uwade@example.org,+1-441-977-7246x6240
1653,1654,Richard Saunders,48,female,medium,2,0.61,active,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,hwerner@example.net,001-885-426-8307x592
1654,1655,Carla Barry MD,13,male,high,3,7.87,active,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,ssmith@example.org,(605)678-9019
1655,1656,Amanda Rodriguez,30,female,medium,3,2.26,sedentary,non-vegetarian,foodies,unmarried,has_vehicle,lcross@example.com,001-811-574-9652x316
1656,1657,Glenda Smith,18,female,medium,0,1.54,sedentary,non-vegetarian,celebratory_cakes,married,does_not_have_vehicle,kaitlynrobbins@example.com,976-702-2828x33338
1657,1658,Michael Barr,19,male,medium,6,1.45,health_conscious,vegan,celebratory_cakes,married,has_vehicle,lopezryan@example.com,001-640-910-6044x7944
1658,1659,Rebekah Gomez,12,female,low,4,1.23,sedentary,non-vegetarian,foodies,unmarried,has_vehicle,daleochoa@example.net,(385)377-4851x38279
1659,1660,Carla Hunter,27,female,high,5,1.38,active,vegan,foodies,unmarried,has_vehicle,rebeccakoch@example.net,959.257.0743
1660,1661,Richard White,23,male,medium,6,0.51,active,non-vegetarian,socializing,unmarried,has_vehicle,tmullins@example.org,525-536-5774x39666
1661,1662,Allison Jackson,12,female,low,4,0.69,health_conscious,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,ramirezkenneth@example.org,(299)820-5633x31908
1662,1663,Jason Cruz MD,15,female,medium,3,1.15,sedentary,vegetarian,celebratory_cakes,married,does_not_have_vehicle,shortangela@example.com,001-877-237-6766x0242
1663,1664,Cody Simon,19,female,high,2,2.09,sedentary,non-vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,bishopalyssa@example.net,901.365.2958
1664,1665,Jessica Garcia,13,female,high,5,4.92,sedentary,vegan,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,ncampbell@example.com,(851)264-2943
1665,1666,Lee Norton,14,male,medium,3,0.03,active,vegan,foodies,unmarried,has_vehicle,cwilliams@example.com,955.348.1263
1666,1667,David Holmes,28,male,high,5,0.75,health_conscious,vegan,socializing,unmarried,does_not_have_vehicle,vgordon@example.net,210.625.2610x94163
1667,1668,Ian Brown,42,other,low,7,1.4,active,non-vegetarian,socializing,unmarried,has_vehicle,sarahjones@example.com,+1-202-600-8142x30836
1668,1669,Kristen Reed,41,female,medium,3,3.23,active,non-vegetarian,celebratory_cakes,married,has_vehicle,delacruzkelly@example.org,(210)826-3133x43052
1669,1670,Oscar Moore,12,male,high,4,2.35,active,vegan,socializing,unmarried,has_vehicle,jeffrey25@example.org,001-755-479-2566x300
1670,1671,Helen Alexander,12,male,low,4,2.81,active,vegan,socializing,married,has_vehicle,bdyer@example.net,992.844.8143x25598
1671,1672,James Rodriguez,37,female,medium,3,1.59,active,non-vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,nathan84@example.org,629-391-1509x373
1672,1673,Elizabeth Williams,38,female,high,4,0.37,active,non-vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,ronald92@example.com,260.821.8027x141
1673,1674,Tara Johnson,40,female,medium,6,2.25,sedentary,vegetarian,celebratory_cakes,married,has_vehicle,edwardperez@example.org,(793)438-9696x235
1674,1675,Jay Myers,38,male,medium,9,2.44,sedentary,vegetarian,gourmet_and_baking_enthusiast,married,has_vehicle,sboyer@example.net,830-840-6193
1675,1676,Candace Ballard,17,male,medium,5,1.68,active,vegetarian,celebratory_cakes,married,has_vehicle,johnjohnson@example.com,(458)692-3391x431
1676,1677,Grant Kennedy,30,female,high,3,1.59,health_conscious,vegan,foodies,unmarried,has_vehicle,mitchelllee@example.net,535.426.7024
1677,1678,Stacey Mills,37,male,high,5,7.04,active,vegetarian,socializing,unmarried,has_vehicle,davisamber@example.org,804-608-3139x91001
1678,1679,Lauren Huff,59,male,low,7,4.15,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,kimberlysims@example.com,001-341-839-3069x9752
1679,1680,Amy Wilkinson,25,female,high,2,1.83,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,andrew35@example.net,001-324-615-4771x6268
1680,1681,Michael Parker,19,female,low,5,1.1,active,non-vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,ethan76@example.com,306-291-9858
1681,1682,Douglas Mccormick,43,female,low,2,11.31,active,non-vegetarian,gourmet_and_baking_enthusiast,married,does_not_have_vehicle,kara22@example.org,287-672-1051
1682,1683,Cheyenne Fernandez,22,male,low,6,3.21,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,eduardohickman@example.com,220.323.8949
1683,1684,Lori Moore,16,male,medium,6,0.57,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,floresmichael@example.net,001-661-602-9755x332
1684,1685,Hunter Fisher,29,male,medium,2,0.93,active,vegan,foodies,unmarried,does_not_have_vehicle,aevans@example.com,840.408.6371x70297
1685,1686,Benjamin May,32,male,low,3,6.48,health_conscious,non-vegetarian,foodies,unmarried,does_not_have_vehicle,lambzachary@example.com,+1-245-476-3032
1686,1687,Justin Alvarado,29,male,high,6,5.41,sedentary,non-vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,scampbell@example.net,3057870108
1687,1688,Jeffrey Brown,20,female,medium,6,2.62,active,vegetarian,foodies,unmarried,has_vehicle,nicholas02@example.net,001-525-318-0500
1688,1689,Phillip Hall,36,female,low,3,0.13,active,non-vegetarian,socializing,unmarried,has_vehicle,wward@example.org,+1-867-996-5381x290
1689,1690,Deborah Watson,25,female,high,4,0.5,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,robert28@example.net,(648)212-6108x17599
1690,1691,Kimberly Carlson,34,female,low,0,1.21,sedentary,vegetarian,socializing,unmarried,does_not_have_vehicle,hannah66@example.org,6886207179
1691,1692,Timothy Burns,48,female,medium,3,0.17,active,vegetarian,socializing,unmarried,does_not_have_vehicle,adamselizabeth@example.net,+1-912-779-4131x65351
1692,1693,Victoria Brewer MD,18,female,medium,2,2.41,active,non-vegetarian,foodies,married,has_vehicle,jack54@example.com,(493)382-5422x7947
1693,1694,John Murphy MD,20,male,high,4,0.57,active,vegan,foodies,unmarried,has_vehicle,gmartin@example.com,342-380-0650x3242
1694,1695,Lori Williams,27,male,low,5,2.09,health_conscious,vegan,socializing,married,has_vehicle,holmesbrendan@example.org,001-888-627-3220
1695,1696,Kathleen Jones,26,male,medium,4,0.88,active,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,donaldhuffman@example.com,654.766.5831
